Rec,Name,Team,Positions,Rank,ADP,PlayerInfo,PTS,Projections,Link,Last,Description,Status,Year
187,Riley Greene,DET,OF,187.0,188.0,Riley Greene (DET - OF),239,.252|70R|13HR|59RBI|8SB,https://www.fantasypros.com/mlb/players/riley-greene-of.php,Greene,".252|70R|13HR|59RBI|8SB
",,2023
188,Luis Garcia,HOU,SP,188.0,375.0,Luis Garcia (HOU - SP),322,12-8-0SV|3.68|1.19|8.99K9,https://www.fantasypros.com/mlb/players/luis-garcia-p.php,Garcia,"12-8-0SV|3.68|1.19|8.99K9
Luis Garcia will make for a great SP4 on fantasy teams. He projects to pitch around 161 innings and should be right around a strikeout per inning. He gave up more home runs in 2022, but his underlying metrics suggest a straightforward, above-average SP4 for fantasy rotations.",,2023
189,Whit Merrifield,TOR,"2B,OF",189.0,157.0,"Whit Merrifield (TOR - 2B,OF)",274,.259|65R|10HR|54RBI|21SB,https://www.fantasypros.com/mlb/players/whit-merrifield.php,Merrifield,".259|65R|10HR|54RBI|21SB
",,2023
190,Jon Gray,TEX,SP,190.0,199.0,Jon Gray (TEX - SP),285,9-9-0SV|4.06|1.27|8.97K9,https://www.fantasypros.com/mlb/players/jonathan-gray.php,Gray,"9-9-0SV|4.06|1.27|8.97K9
If Jon Gray had stayed healthy in 2022, he would be going much higher in drafts this year. Instead, he had a start/stop season where he dealt with finger, knee, and oblique issues. Assuming he starts 20+ games this year, he will provide fantasy managers a strikeout-per-inning performance by coupling a 96-mph fastball with his punchout 85-mph slider. Take the discount and don't look back.",,2023
191,Oscar Gonzalez,CLE,OF,191.0,190.0,Oscar Gonzalez (CLE - OF),251,.269|55R|17HR|64RBI|2SB,https://www.fantasypros.com/mlb/players/oscar-gonzalez.php,Gonzalez,".269|55R|17HR|64RBI|2SB
Oscar Gonzalez does not take walks. Honestly, he doesn't take many pitches, period, as he sits in the first percentile in chase rate. What Gonzalez weirdly does well is make contact, as his K% is 20, and he deploys this skill in the enviable position of batting directly behind Jose Ramirez. He is currently going in the 180s and has enough RBI upside to take a flier on him at that ADP.",,2023
192,Cody Bellinger,CHC,OF,192.0,179.0,Cody Bellinger (CHC - OF),244,.227|62R|18HR|60RBI|13SB,https://www.fantasypros.com/mlb/players/cody-bellinger.php,Bellinger,".227|62R|18HR|60RBI|13SB
",,2023
193,Jean Segura,MIA,2B,193.0,244.0,Jean Segura (MIA - 2B),263,.268|60R|10HR|50RBI|13SB,https://www.fantasypros.com/mlb/players/jean-segura.php,Segura,".268|60R|10HR|50RBI|13SB
",,2023
194,Joey Meneses,WSH,"1B,OF",194.0,194.0,"Joey Meneses (WSH - 1B,OF)",259,.258|59R|21HR|70RBI|1SB,https://www.fantasypros.com/mlb/players/joey-meneses.php,Meneses,".258|59R|21HR|70RBI|1SB
",,2023
195,Patrick Sandoval,LAA,SP,195.0,208.0,Patrick Sandoval (LAA - SP),310,9-8-0SV|3.56|1.28|8.97K9,https://www.fantasypros.com/mlb/players/patrick-sandoval.php,Sandoval,"9-8-0SV|3.56|1.28|8.97K9
",,2023
196,Josh Naylor,CLE,"1B,DH",196.0,211.0,"Josh Naylor (CLE - 1B,DH)",308,.265|60R|19HR|73RBI|5SB,https://www.fantasypros.com/mlb/players/josh-naylor.php,Naylor,".265|60R|19HR|73RBI|5SB
",,2023
197,Ezequiel Tovar,COL,SS,197.0,221.0,Ezequiel Tovar (COL - SS),249,.270|58R|13HR|55RBI|14SB,https://www.fantasypros.com/mlb/players/ezequiel-tovar.php,Tovar,".270|58R|13HR|55RBI|14SB
",,2023
198,Alex Cobb,SF,SP,198.0,220.0,Alex Cobb (SF - SP),299,9-8-0SV|3.54|1.26|8.59K9,https://www.fantasypros.com/mlb/players/alex-cobb.php,Cobb,"9-8-0SV|3.54|1.26|8.59K9
",,2023
199,Andrew Benintendi,CWS,OF,199.0,212.0,Andrew Benintendi (CWS - OF),299,.277|65R|13HR|62RBI|10SB,https://www.fantasypros.com/mlb/players/andrew-benintendi.php,Benintendi,".277|65R|13HR|62RBI|10SB
",,2023
200,Cal Raleigh,SEA,C,200.0,192.0,Cal Raleigh (SEA - C),196,.220|47R|21HR|59RBI|2SB,https://www.fantasypros.com/mlb/players/caleb-raleigh.php,Raleigh,".220|47R|21HR|59RBI|2SB
",,2023
201,Jose Leclerc,TEX,RP,201.0,202.0,Jose Leclerc (TEX - RP),214,2-3-18SV|3.98|1.28|10.16K9,https://www.fantasypros.com/mlb/players/jose-leclerc.php,Leclerc,"2-3-18SV|3.98|1.28|10.16K9
",,2023
202,Andrew Heaney,TEX,SP,202.0,216.0,Andrew Heaney (TEX - SP),263,7-8-0SV|4.05|1.20|10.69K9,https://www.fantasypros.com/mlb/players/andrew-heaney.php,Heaney,"7-8-0SV|4.05|1.20|10.69K9
",,2023
203,Sonny Gray,MIN,SP,203.0,227.0,Sonny Gray (MIN - SP),275,9-8-0SV|3.68|1.23|8.78K9,https://www.fantasypros.com/mlb/players/sonny-gray.php,Gray,"9-8-0SV|3.68|1.23|8.78K9
",,2023
204,Lourdes Gurriel Jr.,ARI,OF,204.0,237.0,Lourdes Gurriel Jr. (ARI - OF),268,.280|58R|13HR|63RBI|5SB,https://www.fantasypros.com/mlb/players/lourdes-gurriel-jr.php,Gurriel Jr.,".280|58R|13HR|63RBI|5SB
",,2023
205,Joc Pederson,SF,OF,205.0,232.0,Joc Pederson (SF - OF),268,.249|63R|22HR|68RBI|4SB,https://www.fantasypros.com/mlb/players/joc-pederson.php,Pederson,".249|63R|22HR|68RBI|4SB
",,2023
206,Reid Detmers,LAA,SP,206.0,197.0,Reid Detmers (LAA - SP),280,8-8-0SV|3.95|1.25|9.21K9,https://www.fantasypros.com/mlb/players/reid-detmers.php,Detmers,"8-8-0SV|3.95|1.25|9.21K9
",,2023
207,Ramon Laureano,OAK,OF,207.0,233.0,Ramon Laureano (OAK - OF),226,.227|66R|18HR|56RBI|16SB,https://www.fantasypros.com/mlb/players/ramon-laureano.php,Laureano,".227|66R|18HR|56RBI|16SB
",,2023
208,Justin Turner,BOS,"3B,DH",208.0,238.0,"Justin Turner (BOS - 3B,DH)",291,.268|64R|15HR|68RBI|3SB,https://www.fantasypros.com/mlb/players/justin-turner.php,Turner,".268|64R|15HR|68RBI|3SB
",,2023
209,Anthony Rendon,LAA,3B,209.0,203.0,Anthony Rendon (LAA - 3B),274,.250|56R|15HR|63RBI|3SB,https://www.fantasypros.com/mlb/players/anthony-rendon.php,Rendon,".250|56R|15HR|63RBI|3SB
",,2023
210,Miles Mikolas,STL,SP,210.0,200.0,Miles Mikolas (STL - SP),314,12-10-0SV|3.85|1.20|6.82K9,https://www.fantasypros.com/mlb/players/miles-mikolas.php,Mikolas,"12-10-0SV|3.85|1.20|6.82K9
",,2023
211,Edward Cabrera,MIA,SP,211.0,235.0,Edward Cabrera (MIA - SP),207,6-8-0SV|4.15|1.31|9.40K9,https://www.fantasypros.com/mlb/players/edward-cabrera-p.php,Cabrera,"6-8-0SV|4.15|1.31|9.40K9
",,2023
212,Nathan Eovaldi,TEX,SP,212.0,225.0,Nathan Eovaldi (TEX - SP),277,8-8-0SV|3.88|1.22|8.39K9,https://www.fantasypros.com/mlb/players/nathan-eovaldi.php,Eovaldi,"8-8-0SV|3.88|1.22|8.39K9
",,2023
213,Brandon Drury,LAA,"1B,2B,3B,DH",213.0,191.0,"Brandon Drury (LAA - 1B,2B,3B,DH)",240,.246|60R|19HR|63RBI|2SB,https://www.fantasypros.com/mlb/players/brandon-drury.php,Drury,".246|60R|19HR|63RBI|2SB
",,2023
214,Seth Brown,OAK,"1B,OF",214.0,218.0,"Seth Brown (OAK - 1B,OF)",238,.232|57R|22HR|64RBI|8SB,https://www.fantasypros.com/mlb/players/seth-brown.php,Brown,".232|57R|22HR|64RBI|8SB
",,2023
215,Josh Jung,TEX,3B,215.0,219.0,Josh Jung (TEX - 3B),203,.242|52R|18HR|61RBI|5SB,https://www.fantasypros.com/mlb/players/josh-jung-3b.php,Jung,".242|52R|18HR|61RBI|5SB
",,2023
216,Masataka Yoshida,BOS,OF,216.0,173.0,Masataka Yoshida (BOS - OF),354,.291|65R|16HR|71RBI|4SB,https://www.fantasypros.com/mlb/players/masataka-yoshida.php,Yoshida,".291|65R|16HR|71RBI|4SB
",,2023
217,Michael Conforto,SF,OF,217.0,236.0,Michael Conforto (SF - OF),245,.247|61R|15HR|60RBI|3SB,https://www.fantasypros.com/mlb/players/michael-conforto.php,Conforto,".247|61R|15HR|60RBI|3SB
",,2023
218,Kolten Wong,SEA,2B,218.0,254.0,Kolten Wong (SEA - 2B),258,.251|65R|12HR|48RBI|17SB,https://www.fantasypros.com/mlb/players/kolten-wong.php,Wong,".251|65R|12HR|48RBI|17SB
",,2023
219,Jose Berrios,TOR,SP,219.0,207.0,Jose Berrios (TOR - SP),306,11-9-0SV|4.06|1.24|8.22K9,https://www.fantasypros.com/mlb/players/jose-berrios.php,Berrios,"11-9-0SV|4.06|1.24|8.22K9
",,2023
220,Triston Casas,BOS,1B,220.0,206.0,Triston Casas (BOS - 1B),257,.243|63R|17HR|58RBI|4SB,https://www.fantasypros.com/mlb/players/triston-casas.php,Casas,".243|63R|17HR|58RBI|4SB
",,2023
221,CJ Abrams,WSH,SS,221.0,245.0,CJ Abrams (WSH - SS),235,.256|61R|8HR|49RBI|19SB,https://www.fantasypros.com/mlb/players/cj-abrams.php,Abrams,".256|61R|8HR|49RBI|19SB
",,2023
222,Hunter Brown,HOU,SP,222.0,215.0,Hunter Brown (HOU - SP),199,7-5-0SV|3.89|1.31|9.39K9,https://www.fantasypros.com/mlb/players/hunter-brown.php,Brown,"7-5-0SV|3.89|1.31|9.39K9
",,2023
223,Adalberto Mondesi,BOS,SS,223.0,239.0,Adalberto Mondesi (BOS - SS),150,.226|44R|10HR|37RBI|31SB,https://www.fantasypros.com/mlb/players/adalberto-mondesi.php,Mondesi,".226|44R|10HR|37RBI|31SB
",,2023
224,Jordan Walker,STL,3B,224.0,183.0,Jordan Walker (STL - 3B),206,.252|56R|12HR|54RBI|11SB,https://www.fantasypros.com/mlb/players/jordan-walker.php,Walker,".252|56R|12HR|54RBI|11SB
",NRI,2023
225,Jesse Winker,MIL,OF,225.0,231.0,Jesse Winker (MIL - OF),276,.255|61R|17HR|58RBI|1SB,https://www.fantasypros.com/mlb/players/jesse-winker.php,Winker,".255|61R|17HR|58RBI|1SB
",,2023
226,Vaughn Grissom,ATL,2B,226.0,171.0,Vaughn Grissom (ATL - 2B),211,.271|50R|9HR|43RBI|12SB,https://www.fantasypros.com/mlb/players/vaughn-grissom.php,Grissom,".271|50R|9HR|43RBI|12SB
",MiLB,2023
227,Harrison Bader,NYY,OF,227.0,198.0,Harrison Bader (NYY - OF),233,.243|58R|14HR|53RBI|19SB,https://www.fantasypros.com/mlb/players/harrison-bader.php,Bader,".243|58R|14HR|53RBI|19SB
",,2023
228,Austin Hays,BAL,OF,228.0,258.0,Austin Hays (BAL - OF),276,.252|66R|18HR|66RBI|5SB,https://www.fantasypros.com/mlb/players/austin-hays.php,Hays,".252|66R|18HR|66RBI|5SB
",,2023
229,Kodai Senga,NYM,SP,229.0,292.0,Kodai Senga (NYM - SP),296,10-8-0SV|3.83|1.24|9.35K9,https://www.fantasypros.com/mlb/players/kodai-senga.php,Senga,"10-8-0SV|3.83|1.24|9.35K9
",,2023
230,Tyler Mahle,MIN,SP,230.0,226.0,Tyler Mahle (MIN - SP),287,9-8-0SV|3.97|1.26|9.03K9,https://www.fantasypros.com/mlb/players/tyler-mahle.php,Mahle,"9-8-0SV|3.97|1.26|9.03K9
",,2023
231,Merrill Kelly,ARI,SP,231.0,210.0,Merrill Kelly (ARI - SP),317,11-10-0SV|3.99|1.27|7.73K9,https://www.fantasypros.com/mlb/players/merrill-kelly.php,Kelly,"11-10-0SV|3.99|1.27|7.73K9
",,2023
232,Keibert Ruiz,WSH,C,232.0,201.0,Keibert Ruiz (WSH - C),248,.262|46R|13HR|51RBI|4SB,https://www.fantasypros.com/mlb/players/keibert-ruiz.php,Ruiz,".262|46R|13HR|51RBI|4SB
",,2023
233,Josh Rojas,ARI,"2B,3B",233.0,209.0,"Josh Rojas (ARI - 2B,3B)",251,.258|62R|10HR|50RBI|18SB,https://www.fantasypros.com/mlb/players/josh-rojas.php,Rojas,".258|62R|10HR|50RBI|18SB
",,2023
234,Miguel Vargas,LAD,1B,234.0,241.0,Miguel Vargas (LAD - 1B),253,.264|59R|13HR|57RBI|8SB,https://www.fantasypros.com/mlb/players/miguel-vargas.php,Vargas,".264|59R|13HR|57RBI|8SB
",,2023
235,Yandy Diaz,TB,3B,235.0,223.0,Yandy Diaz (TB - 3B),342,.277|74R|12HR|62RBI|4SB,https://www.fantasypros.com/mlb/players/yandy-diaz.php,Diaz,".277|74R|12HR|62RBI|4SB
",,2023
236,Charlie Blackmon,COL,"DH,OF",236.0,265.0,"Charlie Blackmon (COL - DH,OF)",277,.270|63R|13HR|66RBI|4SB,https://www.fantasypros.com/mlb/players/charlie-blackmon.php,Blackmon,".270|63R|13HR|66RBI|4SB
",,2023
237,Danny Jansen,TOR,C,237.0,213.0,Danny Jansen (TOR - C),221,.234|50R|19HR|56RBI|1SB,https://www.fantasypros.com/mlb/players/danny-jansen.php,Jansen,".234|50R|19HR|56RBI|1SB
",,2023
238,Jameson Taillon,CHC,SP,238.0,256.0,Jameson Taillon (CHC - SP),293,10-9-0SV|4.01|1.23|7.83K9,https://www.fantasypros.com/mlb/players/jameson-taillon.php,Taillon,"10-9-0SV|4.01|1.23|7.83K9
",,2023
239,Carlos Carrasco,NYM,SP,239.0,250.0,Carlos Carrasco (NYM - SP),259,10-8-0SV|4.07|1.29|8.66K9,https://www.fantasypros.com/mlb/players/carlos-carrasco.php,Carrasco,"10-8-0SV|4.07|1.29|8.66K9
",,2023
240,Jack Flaherty,STL,SP,240.0,204.0,Jack Flaherty (STL - SP),240,9-7-0SV|4.07|1.28|8.66K9,https://www.fantasypros.com/mlb/players/jack-flaherty.php,Flaherty,"9-7-0SV|4.07|1.28|8.66K9
",,2023
241,Trey Mancini,CHC,"1B,DH,OF",241.0,264.0,"Trey Mancini (CHC - 1B,DH,OF)",226,.246|55R|16HR|57RBI|0SB,https://www.fantasypros.com/mlb/players/trey-mancini.php,Mancini,".246|55R|16HR|57RBI|0SB
",,2023
242,Bryson Stott,PHI,"2B,SS",242.0,280.0,"Bryson Stott (PHI - 2B,SS)",228,.250|57R|11HR|49RBI|12SB,https://www.fantasypros.com/mlb/players/bryson-stott-ss.php,Stott,".250|57R|11HR|49RBI|12SB
",,2023
243,Ha-Seong Kim,SD,"3B,SS",243.0,276.0,"Ha-Seong Kim (SD - 3B,SS)",248,.244|55R|12HR|54RBI|12SB,https://www.fantasypros.com/mlb/players/ha-seong-kim.php,Kim,".244|55R|12HR|54RBI|12SB
",,2023
244,Lance McCullers Jr.,HOU,SP,244.0,222.0,Lance McCullers Jr. (HOU - SP),224,8-5-0SV|3.70|1.30|9.06K9,https://www.fantasypros.com/mlb/players/lance-mccullers.php,McCullers Jr.,"8-5-0SV|3.70|1.30|9.06K9
",,2023
245,Tyler Anderson,LAA,SP,245.0,230.0,Tyler Anderson (LAA - SP),288,10-9-0SV|4.04|1.22|7.15K9,https://www.fantasypros.com/mlb/players/tyler-anderson.php,Anderson,"10-9-0SV|4.04|1.22|7.15K9
",,2023
246,Evan Phillips,LAD,RP,246.0,217.0,Evan Phillips (LAD - RP),219,4-3-8SV|3.27|1.11|10.68K9,https://www.fantasypros.com/mlb/players/evan-phillips.php,Phillips,"4-3-8SV|3.27|1.11|10.68K9
",,2023
247,DJ LeMahieu,NYY,"1B,2B,3B",247.0,205.0,"DJ LeMahieu (NYY - 1B,2B,3B)",272,.273|64R|10HR|48RBI|4SB,https://www.fantasypros.com/mlb/players/dj-lemahieu.php,LeMahieu,".273|64R|10HR|48RBI|4SB
",,2023
248,Austin Meadows,DET,OF,248.0,261.0,Austin Meadows (DET - OF),266,.245|58R|16HR|64RBI|4SB,https://www.fantasypros.com/mlb/players/austin-meadows.php,Meadows,".245|58R|16HR|64RBI|4SB
",,2023
249,Jose Urquidy,HOU,SP,249.0,224.0,Jose Urquidy (HOU - SP),282,11-8-0SV|4.08|1.19|7.57K9,https://www.fantasypros.com/mlb/players/jose-urquidy.php,Urquidy,"11-8-0SV|4.08|1.19|7.57K9
",,2023
250,Trevor Rogers,MIA,SP,250.0,248.0,Trevor Rogers (MIA - SP),227,7-9-0SV|4.03|1.32|9.10K9,https://www.fantasypros.com/mlb/players/trevor-rogers.php,Rogers,"7-9-0SV|4.03|1.32|9.10K9
",,2023
251,Marcus Stroman,CHC,SP,251.0,266.0,Marcus Stroman (CHC - SP),291,9-10-0SV|3.73|1.24|7.54K9,https://www.fantasypros.com/mlb/players/marcus-stroman.php,Stroman,"9-10-0SV|3.73|1.24|7.54K9
",,2023
252,Kyle Finnegan,WSH,RP,252.0,270.0,Kyle Finnegan (WSH - RP),234,4-4-20SV|3.98|1.32|9.59K9,https://www.fantasypros.com/mlb/players/kyle-finnegan.php,Finnegan,"4-4-20SV|3.98|1.32|9.59K9
",,2023
253,Jorge Lopez,MIN,RP,253.0,240.0,Jorge Lopez (MIN - RP),207,3-4-16SV|4.16|1.35|8.67K9,https://www.fantasypros.com/mlb/players/jorge-lopez.php,Lopez,"3-4-16SV|4.16|1.35|8.67K9
",,2023
254,Randal Grichuk,COL,OF,254.0,311.0,Randal Grichuk (COL - OF),227,.257|54R|18HR|60RBI|2SB,https://www.fantasypros.com/mlb/players/randal-grichuk.php,Grichuk,".257|54R|18HR|60RBI|2SB
",,2023
255,Seranthony Dominguez,PHI,RP,255.0,255.0,Seranthony Dominguez (PHI - RP),211,5-4-12SV|3.77|1.24|10.46K9,https://www.fantasypros.com/mlb/players/seranthony-dominguez.php,Dominguez,"5-4-12SV|3.77|1.24|10.46K9
",,2023
256,Luis Urias,MIL,"2B,3B,SS",256.0,251.0,"Luis Urias (MIL - 2B,3B,SS)",274,.243|66R|18HR|63RBI|4SB,https://www.fantasypros.com/mlb/players/luis-urias.php,Urias,".243|66R|18HR|63RBI|4SB
",,2023
257,Lane Thomas,WSH,OF,257.0,329.0,Lane Thomas (WSH - OF),236,.237|65R|16HR|53RBI|11SB,https://www.fantasypros.com/mlb/players/lane-thomas.php,Thomas,".237|65R|16HR|53RBI|11SB
",,2023
258,Jake Fraley,CIN,OF,258.0,305.0,Jake Fraley (CIN - OF),211,.243|54R|15HR|50RBI|12SB,https://www.fantasypros.com/mlb/players/jake-fraley.php,Fraley,".243|54R|15HR|50RBI|12SB
",,2023
259,Yoan Moncada,CWS,3B,259.0,309.0,Yoan Moncada (CWS - 3B),239,.241|63R|16HR|63RBI|4SB,https://www.fantasypros.com/mlb/players/yoan-moncada.php,Moncada,".241|63R|16HR|63RBI|4SB
",,2023
260,Wil Myers,CIN,"1B,OF",260.0,291.0,"Wil Myers (CIN - 1B,OF)",222,.247|58R|18HR|66RBI|7SB,https://www.fantasypros.com/mlb/players/wil-myers.php,Myers,".247|58R|18HR|66RBI|7SB
",,2023
261,Michael Kopech,CWS,SP,261.0,257.0,Michael Kopech (CWS - SP),228,7-9-0SV|4.31|1.31|8.80K9,https://www.fantasypros.com/mlb/players/michael-kopech.php,Kopech,"7-9-0SV|4.31|1.31|8.80K9
",,2023
262,Jorge Soler,MIA,OF,262.0,326.0,Jorge Soler (MIA - OF),218,.223|58R|21HR|61RBI|1SB,https://www.fantasypros.com/mlb/players/jorge-soler.php,Soler,".223|58R|21HR|61RBI|1SB
",,2023
263,Manuel Margot,TB,OF,263.0,357.0,Manuel Margot (TB - OF),239,.252|54R|9HR|53RBI|15SB,https://www.fantasypros.com/mlb/players/manuel-margot.php,Margot,".252|54R|9HR|53RBI|15SB
",,2023
264,Eric Lauer,MIL,SP,264.0,283.0,Eric Lauer (MIL - SP),277,9-9-0SV|4.01|1.27|8.75K9,https://www.fantasypros.com/mlb/players/eric-lauer.php,Lauer,"9-9-0SV|4.01|1.27|8.75K9
",,2023
265,Bryan De La Cruz,MIA,OF,265.0,253.0,Bryan De La Cruz (MIA - OF),179,.258|45R|12HR|46RBI|5SB,https://www.fantasypros.com/mlb/players/bryan-de-la-cruz.php,De La Cruz,".258|45R|12HR|46RBI|5SB
",,2023
266,Ranger Suarez,PHI,SP,266.0,284.0,Ranger Suarez (PHI - SP),281,10-8-0SV|3.65|1.29|7.56K9,https://www.fantasypros.com/mlb/players/ranger-suarez.php,Suarez,"10-8-0SV|3.65|1.29|7.56K9
",,2023
267,Sean Manaea,SF,SP,267.0,272.0,Sean Manaea (SF - SP),283,9-9-0SV|4.07|1.27|8.69K9,https://www.fantasypros.com/mlb/players/sean-manaea.php,Manaea,"9-9-0SV|4.07|1.27|8.69K9
",,2023
